"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","A02","A02[other]","A022","A022[other]","A01","A03","A04","A08","A08[other]","A05","A05[other]","A06","A06[other]","A07","A07[other]","A09","A09[other]","B01","B02","B03","B04","B05","B06","B07","B08","C01","D01[SQ001]","D01[SQ002]","D01[SQ003]","D01[SQ004]","D01[SQ005]","D01[SQ006]","D01[SQ007]","D01[SQ008]","D01[SQ009]","D01[SQ010]","D01[SQ011]","D01[SQ012]","D01[SQ013]","D01[SQ014]","D01[SQ015]","D01[SQ016]","D01[SQ017]","D01[SQ018]","D01[SQ019]","D01[SQ020]","D01[SQ021]","D01[SQ022]","D01[SQ023]","E01[SQ001]","E01[SQ002]","E01[SQ003]","E01[SQ004]","E01[SQ005]","E01[SQ006]","E01[SQ007]","E01[SQ008]","E01[SQ009]","E01[SQ010]","E01[SQ011]","E01[SQ012]","E01[SQ013]","E01[SQ014]","F01","F02","F03","F04[SQ001]","F04[SQ002]","F04[SQ003]","F04[SQ004]","F04[SQ005]","F04[SQ006]","F04[SQ007]","F04[SQ008]","F04[SQ009]","F04[SQ011]","F04[other]","G01[SQ001]","G01[SQ002]","G01[SQ003]","G01[SQ004]","G01[SQ005]","G01[SQ006]","G01[SQ007]","G01[SQ008]","G01[SQ009]","G01[SQ010]","G01[SQ011]","H01[SQ001]","H01[SQ002]","H01[SQ003]","H01[SQ004]","H01[SQ005]","H01[SQ006]","H01[SQ007]","H01[SQ008]","H01[SQ009]","H01[SQ010]","H01[SQ011]","H01[SQ012]","H01[SQ013]","H01[SQ014]","H01[SQ015]","H01[SQ016]","H01[SQ017]","H01[SQ018]","H01[SQ019]","H01[SQ020]","H01[SQ021]","H01[SQ022]","H01[SQ023]","I01[SQ001]","I01[SQ002]","I01[SQ003]","I01[SQ004]","I01[SQ005]","I01[SQ006]","I01[SQ007]","I01[SQ008]","II01[SQ001]","II01[SQ002]","II01[SQ003]","II01[SQ004]","II01[SQ005]","II01[SQ006]","II01[SQ007]","II01[SQ008]","II01[SQ009]","II01[SQ010]","II01[SQ011]","II01[SQ012]","J01[SQ001]","J01[SQ002]","J01[SQ003]","J01[SQ004]","J01[SQ005]","J01[SQ006]","J01[SQ007]","K01[SQ001]","K01[SQ002]","K01[SQ003]","K01[SQ004]","K01[SQ005]","K01[SQ006]","K01[SQ007]","K01[SQ008]","K01[SQ009]","K01[SQ010]","K01[SQ011]","K01[SQ012]","K01[SQ013]","K01[SQ014]","K01[SQ015]","K01[SQ016]","K01[SQ017]","K01[SQ018]","K01[SQ019]","K01[SQ020]","K01[SQ021]","L01[SQ001]","L01[SQ002]","L01[SQ003]","L01[SQ004]","L01[SQ005]","L01[SQ006]","L01[SQ007]","L02[SQ001]","L02[SQ002]","L02[SQ003]","L02[SQ004]","L02[SQ005]","L02[SQ006]","L02[SQ007]","L02[SQ008]","L03[SQ001]","L03[SQ002]","L03[SQ003]","L03[SQ004]","L03[SQ005]","L03[SQ006]","L03[SQ007]","L03[SQ008]","L04[SQ001]","L04[SQ002]","L04[SQ003]","L04[SQ004]","L04[SQ005]","L04[SQ006]","L04[SQ007]","L04[SQ008]","L04[SQ009]","L04[SQ010]","M01","M02","M03","M03[other]","M04","M05","M05[other]","M06","M07","M07[other]","M08","LL01[SQ001]","LL01[SQ002]","LL02[SQ001]","LL02[SQ002]","LL03[SQ001]","LL03[SQ002]","LL04[SQ001]","LL04[SQ002]","LL05[SQ001]","LL05[SQ002]","LL06[SQ001]","LL06[SQ002]","LL07[SQ001]","LL07[SQ002]","LL08[SQ001]","LL08[SQ002]","LL09[SQ001]","LL09[SQ002]","LL10[SQ001]","LL10[SQ002]","N01","N01[other]","N02","N02[other]","N03","N032","N033","N034","N034[other]","N04","N08","N05","N06","N07","interviewtime","groupTime5405","A02Time","A022Time","A01Time","A03Time","A04Time","A08Time","A05Time","A06Time","A07Time","A09Time","groupTime5406","B01Time","B02Time","B03Time","B04Time","B05Time","B06Time","B07Time","B08Time","groupTime5407","C01Time","groupTime5408","D01Time","groupTime5409","E01Time","groupTime5418","F01Time","F02Time","F03Time","F04Time","G01Time","groupTime5411","H01Time","groupTime5412","I01Time","groupTime5419","II01Time","groupTime5413","J01Time","groupTime5414","K01Time","groupTime5415","L01Time","L02Time","L03Time","L04Time","groupTime5416","M01Time","M02Time","M03Time","M04Time","M05Time","M06Time","M07Time","M08Time","groupTime5649","LL01Time","LL02Time","LL03Time","LL04Time","LL05Time","LL06Time","LL07Time","LL08Time","LL09Time","LL10Time","groupTime5417","N01Time","N02Time","N03Time","N032Time","N033Time","N034Time","N04Time","N08Time","N05Time","N06Time","N07Time"
"29","","0","fr","167443636","2021-05-03 17:26:32","2021-05-03 17:26:39","","","","","2000-01-01 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30","","0","fr","1430496294","2021-05-03 18:24:36","2021-05-03 18:24:36","","","","","2000-01-01 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31","","1","fr","720237773","2021-05-03 18:50:50","2021-05-03 18:51:33","A1","","A1","","1997-12-15 00:00:00","165","53","A1","","A2","","","","A6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32","","0","fr","554639757","2021-05-03 20:39:12","2021-05-03 20:39:12","","","","","2000-01-01 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33","","0","fr","1200618783","2021-05-03 21:07:17","2021-05-03 21:07:28","","","","","2000-01-01 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34","2021-05-03 21:47:56","15","fr","","2021-05-03 21:08:51","2021-05-03 21:47:56","A1","","A1","","1997-07-03 00:00:00","168","60","A2","","-oth-","Prof stagiaire","","","","","","","A4","A4","A4","A5","A1","A7","","","A3","A5","A5","A3","A3","A5","A5","A5","A5","A2","A5","A5","A3","A4","A5","A4","A5","A4","A4","A4","A5","A3","A2","A4","A5","A2","A2","A2","A4","A5","A1","A2","A1","A5","A1","A5","A1","A3","A1","A4","A4","","Y","","","Y","","Y","Y","","","","A5","A5","A5","A5","A4","A4","A4","A4","A2","A4","A2","A3","A4","A2","A3","A2","A3","A5","A3","A5","A3","A5","A4","A3","A3","A3","A5","A3","A1","A2","A4","A5","A3","A2","A1","A3","A2","A1","A5","A4","A1","","A2","A3","A4","A1","A3","A2","A4","A2","A5","A5","A1","A5","A4","A3","A5","A5","A4","A2","A4","A4","A4","A2","A4","A1","A2","A2","A3","A3","A4","A2","A3","A3","A2","A2","A2","A1","A3","A2","A2","A3","A3","A2","A1","A2","A1","A1","A4","A4","A2","A1","A3","A1","A2","A5","A1","A3","A5","A1","A2","A1","A5","A1","A2","A3","A5","A3","A1","A3","A2","A1","A3","A5","A2","A2","","","","","","","","","","","A2","","A2","","","A1","","A1","","A2","","A1","A2","","A1","","","A1","A2","","A7","","A4","","A2","Y","","","","A1","","","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35","","0","fr","1147397165","2021-05-03 21:44:12","2021-05-03 21:44:12","","","","","2000-01-01 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"36","","0","fr","961659642","2021-05-03 23:19:58","2021-05-03 23:19:58","","","","","2000-01-01 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37","","9","fr","","2021-05-03 23:31:30","2021-05-04 00:27:27","A2","","A2","","2004-03-13 00:00:00","178","57","A2","","A1","","A7","","","","","","A3","A2","A4","","","","","","A4","A4","A3","A2","A1","A4","A1","A2","A1","A3","A1","A2","A5","A2","A3","A2","A1","A2","A3","A2","A3","A1","A4","A1","","","","","","","","","","","","","","","A1","A4","A5","Y","Y","","Y","Y","Y","Y","Y","","","","A5","A5","A5","A5","A1","A2","A3","A1","A2","A1","A1","A4","A4","A3","A2","A2","A3","A2","A4","A3","A4","A1","A3","A2","A4","A3","A3","A1","A1","A1","A3","A2","A4","A3","A4","A4","A4","A2","A3","A4","A4","","","","","","","","","","","","","","","","","","","","","A4","A5","A4","A5","A5","A4","A4","A1","A1","A4","A2","A3","A4","A4","A5","A2","A2","A3","A5","A5","A4","A5","A4","A5","A1","A3","A3","A2","A4","A1","A1","A3","A1","A1","A4","A1","A1","A3","A1","A2","A2","A5","A1","A3","A3","A4","A4","A1","A1","A1","A1","A4","A5","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38","","1","fr","581399918","2021-05-04 07:19:47","2021-05-04 07:20:44","A1","","A1","","2007-07-26 00:00:00","155","52","A1","","A1","","A5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"39","2021-05-04 10:24:56","15","fr","","2021-05-04 09:54:51","2021-05-04 10:24:56","A2","","A2","","1998-03-01 00:00:00","173","70","A2","","A2","","","","A5","","","","A4","A4","A4","","","","","","A3","A5","A5","A1","A3","A5","A4","A5","A3","A1","A4","A4","A4","A5","A5","A3","A3","A4","A4","A5","A4","A2","A4","A1","A5","A2","A2","A5","A5","A5","A1","A2","A1","A3","A4","A5","A2","A4","A1","A2","A4","Y","Y","Y","Y","Y","Y","Y","Y","","","","A4","A2","A2","A4","A3","A1","A5","A1","A2","A1","A2","A3","A3","A3","A1","A4","A4","A4","A4","A3","A3","A4","A4","A1","A4","A4","A5","A1","A1","A1","A4","A4","A5","A3","A2","A3","A4","A1","A4","A4","A2","","A1","A4","A4","A2","A1","A1","A3","A3","A1","A4","A4","A1","A3","A4","A4","A4","A3","A4","A4","A4","A4","A2","A4","A2","A2","A3","A3","A5","A3","A5","A4","A5","A4","A5","A3","A4","A2","A4","A5","A3","A4","A4","A5","A3","A2","A3","A4","A4","A3","A4","A3","A2","A3","A5","A3","A2","A5","A3","A3","A3","A4","A1","A2","A3","A4","A4","A4","A2","A2","A5","A4","A2","A1","A1","A1","A1","","A5","","","","","","","A2","","A2","","A2","A2","","A2","","A2","","A2","A2","","A2","","","A1","","A2","A4","","A2","","A3","Y","","","","A1","","morgan@cybersonicstudio.com","A1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"40","2021-05-04 10:35:04","15","fr","","2021-05-04 10:10:53","2021-05-04 10:35:04","A1","","A1","","2001-10-03 00:00:00","172","58","A4","","A2","","","","A3","","","","A4","A4","A4","A5","A1","A5","","","A4","A5","A4","A1","A2","A5","A4","A5","A4","A1","A2","A1","A4","A4","A3","A5","A2","A4","A5","A4","A2","A2","A4","A2","A3","A3","A3","A2","A4","A4","A2","A3","A2","A5","A10","A4","A3","A3","A1","A4","A4","","","","Y","Y","","","Y","","","","A5","A4","A5","A5","A4","A4","A3","A1","A3","A1","A4","A3","A3","A3","A4","A1","A2","A3","A3","A4","A4","A4","A3","A4","A3","A4","A4","A2","A2","A2","A2","A2","A3","A3","A4","A4","A4","A2","A4","A4","A4","","A2","A4","A2","A2","A2","A3","A4","A2","A4","A5","A2","A4","A4","A4","A5","A4","A3","A4","A4","A3","A4","A2","A5","A2","A3","A2","A3","A5","A2","A2","A4","A4","A4","A3","A5","A4","A4","A4","A4","A5","A4","A2","A3","A4","A1","A3","A5","A3","A2","A2","A2","A4","A4","A5","A2","A4","A5","A1","A5","A4","A5","A1","A4","A5","A4","A4","A4","A2","A2","A2","A3","A2","A1","A2","","","","","","","","","","","A2","A1","A1","A2","A2","A1","A2","A1","A1","A2","A1","A2","A2","A1","A1","A2","A2","A1","A1","A2","A7","","A7","","A1","Y","","","","A1","","Alicehenarejos@hotmail.fr","A1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41","","14","fr","1580825889","2021-05-04 10:23:54","2021-05-04 10:47:49","A1","","A1","","2003-10-15 00:00:00","160","55","A2","","A1","","A9","","","","","","A4","A4","A2","A5","A1","A6","","","A1","A3","A4","A4","A1","A3","A5","A5","A5","A2","A2","A4","A5","A3","A4","A2","A3","A4","A5","A5","A4","A4","A3","A1","A5","A2","A5","A5","A5","A5","A3","A1","A3","A2","A5","A3","A1","A5","A1","A3","A2","Y","Y","Y","Y","Y","","Y","Y","","","","A5","A5","A5","A5","A3","A3","A4","A1","A4","A4","A4","A3","A5","A2","A5","A1","A3","A3","A1","A2","A1","A1","A4","A3","A4","A4","A5","A3","A5","A4","A4","A4","A2","A4","A2","A3","A3","A2","A4","A4","A3","","A2","A2","A1","A1","A1","A4","A4","A4","A5","A5","A2","A3","A3","A5","A3","A5","A5","A4","A2","A2","A5","A3","A4","A3","A2","A2","A3","A3","A3","A2","A3","A5","A4","A4","A4","A2","A3","A3","A3","A3","A5","A1","A5","A4","A3","A1","A3","A5","A1","A1","A4","A1","A3","A5","A3","A3","A5","A1","A3","A3","A5","A3","A3","A4","A5","A5","A5","A5","A2","A3","A4","A5","A1","A2","","","","","","","","","","","A1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42","","0","fr","2141622251","2021-05-04 10:24:56","2021-05-04 10:24:56","","","","","2000-01-01 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43","","3","fr","","2021-05-04 10:38:52","2021-05-04 10:41:39","A1","","A1","","1998-08-03 00:00:00","162","45","A2","","A2","","","","A5","","","","A4","A4","A4","A5","A1","A7","","","A3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44","","4","fr","","2021-05-04 11:03:21","2021-05-04 11:09:21","A2","","A2","","2007-01-24 00:00:00","165","48","A2","","A1","","A6","","","","","","A2","A3","A2","","","","","","A1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A3","A3","A2","A3","A1","A3","A4","A3","A4","A3","A3","A3","A3","A3","A3","A4","A3","A1","A1","A3","A4","A3","A3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45","","4","fr","","2021-05-04 11:06:10","2021-05-04 11:08:33","A1","","A1","","1997-11-28 00:00:00","168","62","A2","","A3","","","","","","","","A4","A4","A4","A5","A1","A5","","","A1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A1","A1","A3","A1","A5","A5","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46","","0","fr","444823077","2021-05-04 11:29:48","2021-05-04 11:29:48","","","","","2000-01-01 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47","","0","fr","1212314887","2021-05-04 11:38:24","2021-05-04 11:38:24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49","","0","fr","972460922","2021-05-04 12:02:22","2021-05-04 12:02:36","","","","","2000-01-01 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"50","","1","fr","194684769","2021-05-04 14:30:42","2021-05-04 14:31:24","A1","","A1","","1996-02-24 00:00:00","164","53","A2","","A3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"51","","0","fr","1970497449","2021-05-04 15:14:23","2021-05-04 15:14:36","","","","","2000-01-01 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52","","0","fr","1974123188","2021-05-04 19:01:41","2021-05-04 19:01:41","","","","","2000-01-01 00:00:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53","","6","fr","961054497","2021-05-04 19:29:53","2021-05-04 19:38:04","A1","","A1","","1998-08-16 00:00:00","167","50","A2","","A2","","","","A5","","","","A4","A3","A4","A5","A1","A7","","","A4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A1","A1","A3","Y","","","","Y","","","","","","","A3","A2","A4","A3","A2","A2","A3","A2","A3","A2","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A4","A2","A4","A3","A2","A2","A2","","","","","","","","","","","","","","","","","","","","","","A4","A2","A2","A2","A3","A2","A3","A3","A2","A2","A3","A2","A2","A3","A2","A1","A5","A4","A3","A3","A5","A2","A3","A2","A3","A2","A3","A2","A2","A2","A2","A3","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
